mysql root@(none):covid_data> select Name, Never_Mask, Rarely_Mask, Sometimes_Mask, Frequently_Mask, Always_Mask  from `County` order by `Always_Mask` desc;
+-----------------------------------+------------+-------------+----------------+-----------------+-------------+
| Name                              | Never_Mask | Rarely_Mask | Sometimes_Mask | Frequently_Mask | Always_Mask |
| Hocking                           | 0.169      | 0.137       | 0.210          | 0.104           | 0.380       |
| Vinton                            | 0.090      | 0.165       | 0.218          | 0.147           | 0.380       |
| Cullman                           | 0.130      | 0.024       | 0.249          | 0.217           | 0.379       |
| Lincoln                           | 0.180      | 0.200       | 0.105          | 0.135           | 0.379       |
| Elko                              | 0.021      | 0.046       | 0.190          | 0.364           | 0.379       |
| Monroe                            | 0.112      | 0.041       | 0.182          | 0.288           | 0.378       |
| Franklin                          | 0.083      | 0.168       | 0.083          | 0.288           | 0.378       |
| Le Sueur                          | 0.055      | 0.168       | 0.147          | 0.254           | 0.377       |
| Marion                            | 0.280      | 0.036       | 0.182          | 0.127           | 0.376       |
| Hand                              | 0.182      | 0.071       | 0.147          | 0.225           | 0.376       |
| Perry                             | 0.180      | 0.148       | 0.137          | 0.159           | 0.376       |
| Catoosa                           | 0.143      | 0.152       | 0.114          | 0.217           | 0.375       |
| Lincoln                           | 0.171      | 0.132       | 0.160          | 0.163           | 0.375       |
| Clinton                           | 0.096      | 0.115       | 0.248          | 0.165           | 0.375       |
| Aitkin                            | 0.187      | 0.115       | 0.075          | 0.247           | 0.375       |
| Preble                            | 0.045      | 0.146       | 0.186          | 0.248           | 0.375       |
| Washington                        | 0.072      | 0.121       | 0.142          | 0.290           | 0.375       |
| Stephens                          | 0.041      | 0.088       | 0.210          | 0.286           | 0.375       |
| Wagoner                           | 0.032      | 0.112       | 0.175          | 0.306           | 0.375       |
| Turner                            | 0.084      | 0.176       | 0.115          | 0.251           | 0.375       |
| Wrangell City and Borough         | 0.035      | 0.119       | 0.160          | 0.312           | 0.374       |
| Cumberland                        | 0.067      | 0.106       | 0.224          | 0.229           | 0.374       |
| Flathead                          | 0.076      | 0.167       | 0.159          | 0.224           | 0.374       |
| Sweet Grass                       | 0.116      | 0.157       | 0.126          | 0.227           | 0.374       |
| Johnston                          | 0.088      | 0.137       | 0.157          | 0.244           | 0.374       |
| Sublette                          | 0.223      | 0.111       | 0.061          | 0.231           | 0.374       |
| Weston                            | 0.142      | 0.129       | 0.148          | 0.207           | 0.374       |
| Gallatin                          | 0.201      | 0.060       | 0.128          | 0.238           | 0.373       |
| Hamilton                          | 0.138      | 0.179       | 0.100          | 0.210           | 0.373       |
| Massac                            | 0.097      | 0.043       | 0.232          | 0.256           | 0.373       |
| Buchanan                          | 0.021      | 0.124       | 0.087          | 0.394           | 0.373       |
| Ellsworth                         | 0.174      | 0.133       | 0.133          | 0.187           | 0.373       |
| Republic                          | 0.183      | 0.073       | 0.076          | 0.295           | 0.373       |
| Morrison                          | 0.140      | 0.126       | 0.121          | 0.240           | 0.373       |
| Newton                            | 0.156      | 0.121       | 0.140          | 0.211           | 0.373       |
| Hancock                           | 0.076      | 0.127       | 0.122          | 0.302           | 0.373       |
| McIntosh                          | 0.085      | 0.057       | 0.265          | 0.221           | 0.373       |
| Clay                              | 0.091      | 0.178       | 0.116          | 0.243           | 0.373       |
| Bradley                           | 0.121      | 0.098       | 0.126          | 0.282           | 0.373       |
| Sebastian                         | 0.121      | 0.142       | 0.157          | 0.208           | 0.372       |
| Evans                             | 0.030      | 0.078       | 0.229          | 0.290           | 0.372       |
| Clay                              | 0.062      | 0.115       | 0.145          | 0.306           | 0.372       |
| Van Buren                         | 0.107      | 0.128       | 0.175          | 0.218           | 0.372       |
| Missoula                          | 0.091      | 0.200       | 0.128          | 0.209           | 0.372       |
| Osage                             | 0.077      | 0.103       | 0.230          | 0.218           | 0.372       |
| Faulk                             | 0.205      | 0.079       | 0.146          | 0.198           | 0.372       |
| Moffat                            | 0.041      | 0.142       | 0.162          | 0.284           | 0.371       |
| Dearborn                          | 0.083      | 0.100       | 0.168          | 0.277           | 0.371       |
| Clayton                           | 0.123      | 0.084       | 0.137          | 0.284           | 0.371       |
| Ness                              | 0.150      | 0.083       | 0.199          | 0.198           | 0.371       |
| Camden                            | 0.266      | 0.093       | 0.147          | 0.124           | 0.371       |
| Dallas                            | 0.165      | 0.143       | 0.167          | 0.154           | 0.371       |
| Abbeville                         | 0.117      | 0.102       | 0.243          | 0.166           | 0.371       |
| Buffalo                           | 0.161      | 0.059       | 0.157          | 0.253           | 0.371       |
| Hardin                            | 0.142      | 0.140       | 0.107          | 0.241           | 0.371       |
| Stephens                          | 0.087      | 0.116       | 0.116          | 0.310           | 0.370       |
| Wapello                           | 0.034      | 0.082       | 0.293          | 0.221           | 0.370       |
| Grant                             | 0.140      | 0.108       | 0.150          | 0.231           | 0.370       |
| McCracken                         | 0.085      | 0.058       | 0.232          | 0.255           | 0.370       |
| Tishomingo                        | 0.072      | 0.179       | 0.155          | 0.225           | 0.370       |
| Garfield                          | 0.168      | 0.084       | 0.142          | 0.236           | 0.370       |
| Griggs                            | 0.162      | 0.054       | 0.197          | 0.217           | 0.370       |
| Barron                            | 0.138      | 0.163       | 0.070          | 0.259           | 0.370       |
| St. Croix                         | 0.101      | 0.102       | 0.085          | 0.342           | 0.370       |
| Suwannee                          | 0.105      | 0.055       | 0.244          | 0.227           | 0.369       |
| Gordon                            | 0.172      | 0.100       | 0.201          | 0.157           | 0.369       |
| Dade                              | 0.312      | 0.044       | 0.138          | 0.136           | 0.369       |
| Huron                             | 0.191      | 0.064       | 0.204          | 0.172           | 0.369       |
| Minnehaha                         | 0.087      | 0.187       | 0.106          | 0.251           | 0.369       |
| Putnam                            | 0.160      | 0.164       | 0.207          | 0.099           | 0.369       |
| Juab                              | 0.335      | 0.023       | 0.079          | 0.193           | 0.369       |
| Cleburne                          | 0.151      | 0.125       | 0.138          | 0.217           | 0.368       |
| Randolph                          | 0.158      | 0.226       | 0.105          | 0.144           | 0.368       |
| Phillips                          | 0.050      | 0.190       | 0.137          | 0.255           | 0.368       |
| Sedgwick                          | 0.065      | 0.162       | 0.138          | 0.267           | 0.368       |
| Hamilton                          | 0.131      | 0.095       | 0.189          | 0.217           | 0.368       |
| Carver                            | 0.024      | 0.128       | 0.183          | 0.296           | 0.368       |
| Hardin                            | 0.149      | 0.121       | 0.134          | 0.227           | 0.368       |
| Washington                        | 0.123      | 0.099       | 0.144          | 0.266           | 0.368       |
| Crawford                          | 0.155      | 0.100       | 0.167          | 0.211           | 0.367       |
| Meeker                            | 0.072      | 0.144       | 0.094          | 0.323           | 0.367       |
| Wadena                            | 0.061      | 0.211       | 0.157          | 0.203           | 0.367       |
| Caldwell                          | 0.109      | 0.133       | 0.211          | 0.180           | 0.367       |
| Lincoln                           | 0.126      | 0.187       | 0.106          | 0.214           | 0.367       |
| Walker                            | 0.144      | 0.164       | 0.117          | 0.210           | 0.366       |
| Putnam                            | 0.075      | 0.162       | 0.204          | 0.194           | 0.366       |
| Martin                            | 0.180      | 0.115       | 0.134          | 0.205           | 0.366       |
| Reynolds                          | 0.137      | 0.183       | 0.085          | 0.229           | 0.366       |
| Richland                          | 0.155      | 0.174       | 0.189          | 0.116           | 0.366       |
| Petersburg Borough                | 0.042      | 0.095       | 0.148          | 0.349           | 0.365       |
| Hamilton                          | 0.101      | 0.071       | 0.235          | 0.227           | 0.365       |
| Starke                            | 0.177      | 0.151       | 0.088          | 0.219           | 0.365       |
| Christian                         | 0.060      | 0.118       | 0.178          | 0.279           | 0.365       |
| Russell                           | 0.096      | 0.138       | 0.195          | 0.206           | 0.365       |
| Steele                            | 0.074      | 0.062       | 0.144          | 0.354           | 0.365       |
| Butler                            | 0.027      | 0.105       | 0.263          | 0.238           | 0.365       |
| Holt                              | 0.113      | 0.134       | 0.234          | 0.154           | 0.365       |
| Harrison                          | 0.107      | 0.141       | 0.153          | 0.233           | 0.365       |
| Greer                             | 0.073      | 0.190       | 0.148          | 0.225           | 0.365       |
| Pawnee                            | 0.178      | 0.085       | 0.159          | 0.213           | 0.365       |
| Calumet                           | 0.064      | 0.100       | 0.141          | 0.330           | 0.365       |
| Adair                             | 0.073      | 0.128       | 0.128          | 0.307           | 0.364       |
| Muscatine                         | 0.120      | 0.022       | 0.221          | 0.273           | 0.364       |
| Franklin                          | 0.063      | 0.060       | 0.159          | 0.354           | 0.364       |
| Gray                              | 0.158      | 0.092       | 0.146          | 0.240           | 0.364       |
| Haskell                           | 0.153      | 0.107       | 0.137          | 0.239           | 0.364       |
| Pine                              | 0.178      | 0.143       | 0.074          | 0.242           | 0.364       |
| Chase                             | 0.055      | 0.192       | 0.156          | 0.232           | 0.364       |
| Fall River                        | 0.141      | 0.093       | 0.152          | 0.250           | 0.364       |
| Todd                              | 0.097      | 0.198       | 0.146          | 0.196           | 0.363       |
| Phelps                            | 0.072      | 0.126       | 0.103          | 0.336           | 0.363       |
| Coffee                            | 0.165      | 0.090       | 0.174          | 0.208           | 0.363       |
| Lemhi                             | 0.109      | 0.173       | 0.231          | 0.125           | 0.362       |
| Webster                           | 0.209      | 0.167       | 0.161          | 0.101           | 0.362       |
| Meade                             | 0.164      | 0.123       | 0.115          | 0.235           | 0.362       |
| Acadia                            | 0.122      | 0.111       | 0.138          | 0.265           | 0.362       |
| Sequoyah                          | 0.106      | 0.110       | 0.209          | 0.212           | 0.362       |
| Scott                             | 0.121      | 0.144       | 0.154          | 0.219           | 0.362       |
| Talladega                         | 0.113      | 0.150       | 0.208          | 0.169           | 0.361       |
| Valley                            | 0.041      | 0.118       | 0.102          | 0.378           | 0.361       |
| Scotland                          | 0.073      | 0.112       | 0.209          | 0.246           | 0.361       |
| McPherson                         | 0.121      | 0.147       | 0.115          | 0.257           | 0.361       |
| Gibson                            | 0.182      | 0.086       | 0.111          | 0.260           | 0.361       |
| Waukesha                          | 0.071      | 0.165       | 0.145          | 0.258           | 0.361       |
| Pike                              | 0.138      | 0.079       | 0.218          | 0.205           | 0.360       |
| Roger Mills                       | 0.109      | 0.248       | 0.192          | 0.091           | 0.360       |
| Perkins                           | 0.132      | 0.081       | 0.185          | 0.243           | 0.360       |
| Spink                             | 0.232      | 0.103       | 0.132          | 0.173           | 0.360       |
| Humphreys                         | 0.121      | 0.095       | 0.156          | 0.267           | 0.360       |
| Kootenai                          | 0.146      | 0.105       | 0.170          | 0.220           | 0.359       |
| Harrison                          | 0.094      | 0.084       | 0.205          | 0.258           | 0.359       |
| Yukon-Koyukuk Census Area         | 0.044      | 0.047       | 0.126          | 0.425           | 0.358       |
| Carroll                           | 0.153      | 0.110       | 0.241          | 0.139           | 0.358       |
| Cimarron                          | 0.140      | 0.089       | 0.153          | 0.260           | 0.358       |
| Sitka City and Borough            | 0.048      | 0.077       | 0.137          | 0.381           | 0.357       |
| Saline                            | 0.126      | 0.133       | 0.175          | 0.209           | 0.357       |
| Lewis                             | 0.057      | 0.081       | 0.210          | 0.296           | 0.357       |
| Noble                             | 0.109      | 0.176       | 0.139          | 0.219           | 0.357       |
| Todd                              | 0.147      | 0.031       | 0.097          | 0.368           | 0.357       |
| Lake                              | 0.133      | 0.143       | 0.166          | 0.201           | 0.357       |
| Covington                         | 0.187      | 0.128       | 0.129          | 0.201           | 0.356       |
| Chickasaw                         | 0.075      | 0.136       | 0.197          | 0.236           | 0.356       |
| Arthur                            | 0.144      | 0.135       | 0.117          | 0.248           | 0.356       |
| Adair                             | 0.105      | 0.068       | 0.258          | 0.213           | 0.356       |
| Bennett                           | 0.147      | 0.052       | 0.117          | 0.327           | 0.356       |
| Ritchie                           | 0.141      | 0.059       | 0.183          | 0.262           | 0.356       |
| Waushara                          | 0.109      | 0.147       | 0.202          | 0.186           | 0.356       |
| Jones                             | 0.040      | 0.105       | 0.165          | 0.336           | 0.355       |
| Deuel                             | 0.093      | 0.147       | 0.138          | 0.267           | 0.355       |
| Oglala Lakota                     | 0.150      | 0.075       | 0.139          | 0.281           | 0.355       |
| Skagway Municipality              | 0.058      | 0.038       | 0.116          | 0.435           | 0.354       |
| Greene                            | 0.116      | 0.141       | 0.235          | 0.153           | 0.354       |
| Boyd                              | 0.084      | 0.125       | 0.202          | 0.235           | 0.354       |
| Jefferson Davis                   | 0.249      | 0.111       | 0.090          | 0.196           | 0.354       |
| Pulaski                           | 0.208      | 0.103       | 0.160          | 0.175           | 0.354       |
| Antelope                          | 0.198      | 0.096       | 0.191          | 0.161           | 0.354       |
| Ransom                            | 0.073      | 0.114       | 0.223          | 0.236           | 0.354       |
| Stutsman                          | 0.202      | 0.053       | 0.076          | 0.314           | 0.354       |
| Le Flore                          | 0.142      | 0.152       | 0.156          | 0.196           | 0.354       |
| Marion                            | 0.129      | 0.064       | 0.246          | 0.207           | 0.353       |
| Juneau City and Borough           | 0.051      | 0.067       | 0.133          | 0.396           | 0.353       |
| Swift                             | 0.170      | 0.113       | 0.152          | 0.212           | 0.353       |
| Knox                              | 0.082      | 0.112       | 0.182          | 0.271           | 0.353       |
| Polk                              | 0.029      | 0.167       | 0.277          | 0.174           | 0.353       |
| Carbon                            | 0.107      | 0.134       | 0.114          | 0.293           | 0.353       |
| Outagamie                         | 0.085      | 0.124       | 0.135          | 0.302           | 0.353       |
| Haines Borough                    | 0.055      | 0.050       | 0.123          | 0.419           | 0.352       |
| Bannock                           | 0.084      | 0.193       | 0.176          | 0.195           | 0.352       |
| Tipton                            | 0.033      | 0.082       | 0.089          | 0.444           | 0.352       |
| Watonwan                          | 0.149      | 0.053       | 0.225          | 0.221           | 0.352       |
| Wilkin                            | 0.166      | 0.148       | 0.239          | 0.096           | 0.352       |
| Liberty                           | 0.188      | 0.146       | 0.167          | 0.147           | 0.352       |
| Warren                            | 0.140      | 0.107       | 0.189          | 0.212           | 0.352       |
| Bristol city                      | 0.174      | 0.125       | 0.075          | 0.273           | 0.352       |
| Juneau                            | 0.113      | 0.124       | 0.180          | 0.232           | 0.352       |
| Fulton                            | 0.105      | 0.121       | 0.226          | 0.197           | 0.351       |
| Gibson                            | 0.090      | 0.100       | 0.204          | 0.255           | 0.351       |
| Clearwater                        | 0.065      | 0.210       | 0.203          | 0.172           | 0.351       |
| Carroll                           | 0.155      | 0.130       | 0.078          | 0.286           | 0.351       |
| Carter                            | 0.128      | 0.169       | 0.138          | 0.213           | 0.351       |
| St. Francis                       | 0.087      | 0.007       | 0.289          | 0.267           | 0.350       |
| Adams                             | 0.180      | 0.092       | 0.189          | 0.190           | 0.350       |
| Douglas                           | 0.099      | 0.178       | 0.148          | 0.225           | 0.350       |
| Bollinger                         | 0.097      | 0.152       | 0.132          | 0.268           | 0.350       |
| McCook                            | 0.113      | 0.154       | 0.144          | 0.238           | 0.350       |
| Mille Lacs                        | 0.224      | 0.122       | 0.159          | 0.146           | 0.349       |
| Judith Basin                      | 0.233      | 0.110       | 0.170          | 0.139           | 0.349       |
| Lake                              | 0.087      | 0.230       | 0.128          | 0.206           | 0.349       |
| Rock                              | 0.130      | 0.102       | 0.198          | 0.222           | 0.349       |
| Marshall                          | 0.219      | 0.129       | 0.139          | 0.164           | 0.349       |
| Wayne                             | 0.162      | 0.090       | 0.138          | 0.261           | 0.348       |
| Clark                             | 0.163      | 0.130       | 0.126          | 0.232           | 0.348       |
| Harlan                            | 0.089      | 0.158       | 0.102          | 0.302           | 0.348       |
| Edmunds                           | 0.217      | 0.088       | 0.150          | 0.197           | 0.348       |
| Kusilvak Census Area              | 0.103      | 0.022       | 0.007          | 0.521           | 0.347       |
| Jasper                            | 0.102      | 0.105       | 0.233          | 0.212           | 0.347       |
| Henry                             | 0.092      | 0.090       | 0.264          | 0.207           | 0.347       |
| Comanche                          | 0.112      | 0.144       | 0.128          | 0.271           | 0.346       |
| Kearny                            | 0.155      | 0.098       | 0.172          | 0.229           | 0.346       |
| Carroll                           | 0.155      | 0.171       | 0.120          | 0.208           | 0.346       |
| Kanabec                           | 0.223      | 0.148       | 0.137          | 0.146           | 0.346       |
| Sherburne                         | 0.064      | 0.175       | 0.175          | 0.239           | 0.346       |
| Monroe                            | 0.164      | 0.105       | 0.182          | 0.203           | 0.346       |
| Chouteau                          | 0.196      | 0.135       | 0.171          | 0.152           | 0.346       |
| Wheeler                           | 0.230      | 0.139       | 0.158          | 0.126           | 0.346       |
| Pleasants                         | 0.088      | 0.108       | 0.170          | 0.287           | 0.346       |
| Haralson                          | 0.184      | 0.123       | 0.165          | 0.184           | 0.345       |
| Gooding                           | 0.211      | 0.202       | 0.089          | 0.153           | 0.345       |
| Wayne                             | 0.086      | 0.142       | 0.128          | 0.300           | 0.345       |
| Atoka                             | 0.076      | 0.184       | 0.111          | 0.284           | 0.345       |
| Washington                        | 0.118      | 0.183       | 0.162          | 0.192           | 0.345       |
| Brookings                         | 0.040      | 0.124       | 0.263          | 0.229           | 0.345       |
| Clark                             | 0.211      | 0.147       | 0.172          | 0.125           | 0.345       |
| Hamlin                            | 0.119      | 0.143       | 0.256          | 0.137           | 0.345       |
| Manitowoc                         | 0.175      | 0.089       | 0.259          | 0.133           | 0.345       |
| Union                             | 0.116      | 0.179       | 0.098          | 0.262           | 0.344       |
| Switzerland                       | 0.089      | 0.125       | 0.209          | 0.234           | 0.344       |
| Lyon                              | 0.078      | 0.173       | 0.157          | 0.247           | 0.344       |
| Anderson                          | 0.189      | 0.063       | 0.137          | 0.267           | 0.344       |
| Lyon                              | 0.113      | 0.111       | 0.133          | 0.300           | 0.344       |
| Callaway                          | 0.123      | 0.120       | 0.217          | 0.196           | 0.344       |
| Jerome                            | 0.175      | 0.219       | 0.096          | 0.167           | 0.343       |
| Miami                             | 0.054      | 0.125       | 0.253          | 0.226           | 0.343       |
| Finney                            | 0.166      | 0.089       | 0.163          | 0.239           | 0.343       |
| Marion                            | 0.101      | 0.068       | 0.209          | 0.279           | 0.343       |
| Barry                             | 0.106      | 0.060       | 0.256          | 0.235           | 0.343       |
| Hayes                             | 0.072      | 0.151       | 0.161          | 0.273           | 0.343       |
| Tripp                             | 0.142      | 0.066       | 0.138          | 0.311           | 0.343       |
| Shoshone                          | 0.068      | 0.144       | 0.299          | 0.147           | 0.342       |
| Wayne                             | 0.138      | 0.148       | 0.252          | 0.120           | 0.342       |
| Greenup                           | 0.092      | 0.101       | 0.236          | 0.228           | 0.342       |
| Trimble                           | 0.134      | 0.172       | 0.135          | 0.217           | 0.342       |
| Butler                            | 0.189      | 0.175       | 0.160          | 0.135           | 0.342       |
| Beadle                            | 0.234      | 0.104       | 0.147          | 0.173           | 0.342       |
| Allen                             | 0.153      | 0.212       | 0.126          | 0.167           | 0.341       |
| Cedar                             | 0.275      | 0.056       | 0.173          | 0.155           | 0.341       |
| Sullivan                          | 0.136      | 0.127       | 0.174          | 0.223           | 0.341       |
| Colfax                            | 0.054      | 0.089       | 0.228          | 0.287           | 0.341       |
| Lincoln                           | 0.103      | 0.145       | 0.123          | 0.287           | 0.341       |
| Jackson                           | 0.166      | 0.141       | 0.247          | 0.105           | 0.341       |
| Kingsbury                         | 0.128      | 0.130       | 0.217          | 0.184           | 0.341       |
| Franklin                          | 0.149      | 0.079       | 0.245          | 0.187           | 0.340       |
| Madison                           | 0.164      | 0.085       | 0.148          | 0.264           | 0.340       |
| Hardin                            | 0.163      | 0.072       | 0.235          | 0.191           | 0.340       |
| Guthrie                           | 0.162      | 0.073       | 0.143          | 0.283           | 0.340       |
| Jewell                            | 0.171      | 0.142       | 0.087          | 0.259           | 0.340       |
| Graves                            | 0.103      | 0.069       | 0.266          | 0.222           | 0.340       |
| Beltrami                          | 0.094      | 0.155       | 0.225          | 0.185           | 0.340       |
| Faribault                         | 0.078      | 0.158       | 0.163          | 0.261           | 0.340       |
| Jackson                           | 0.325      | 0.024       | 0.140          | 0.171           | 0.340       |
| Wayne                             | 0.245      | 0.120       | 0.155          | 0.141           | 0.340       |
| Murray                            | 0.042      | 0.154       | 0.247          | 0.218           | 0.340       |
| Chester                           | 0.108      | 0.068       | 0.122          | 0.362           | 0.340       |
| Marathon                          | 0.123      | 0.136       | 0.165          | 0.236           | 0.340       |
| Teton                             | 0.095      | 0.157       | 0.160          | 0.247           | 0.340       |
| Livingston                        | 0.080      | 0.100       | 0.290          | 0.191           | 0.339       |
| Lyon                              | 0.134      | 0.075       | 0.242          | 0.210           | 0.339       |
| Tuscarawas                        | 0.126      | 0.204       | 0.116          | 0.215           | 0.339       |
| Beckham                           | 0.088      | 0.265       | 0.187          | 0.121           | 0.339       |
| Sequatchie                        | 0.108      | 0.087       | 0.177          | 0.289           | 0.339       |
| Knox                              | 0.158      | 0.125       | 0.121          | 0.259           | 0.338       |
| Macon                             | 0.118      | 0.127       | 0.158          | 0.258           | 0.338       |
| Harmon                            | 0.105      | 0.158       | 0.160          | 0.239           | 0.338       |
| Brown                             | 0.256      | 0.098       | 0.142          | 0.166           | 0.338       |
| Lawrence                          | 0.085      | 0.128       | 0.153          | 0.298           | 0.337       |
| Warren                            | 0.055      | 0.182       | 0.181          | 0.245           | 0.337       |
| Chautauqua                        | 0.128      | 0.137       | 0.185          | 0.214           | 0.337       |
| Hooker                            | 0.151      | 0.123       | 0.110          | 0.279           | 0.337       |
| Lincoln                           | 0.135      | 0.103       | 0.204          | 0.222           | 0.337       |
| Ottawa                            | 0.154      | 0.130       | 0.229          | 0.151           | 0.337       |
| Carroll                           | 0.179      | 0.088       | 0.163          | 0.234           | 0.337       |
| Randolph                          | 0.128      | 0.130       | 0.228          | 0.179           | 0.336       |
| Barber                            | 0.069      | 0.147       | 0.118          | 0.329           | 0.336       |
| Itasca                            | 0.162      | 0.142       | 0.151          | 0.209           | 0.336       |
| Twin Falls                        | 0.166      | 0.222       | 0.101          | 0.177           | 0.335       |
| Pocahontas                        | 0.214      | 0.124       | 0.162          | 0.165           | 0.335       |
| Sioux                             | 0.120      | 0.060       | 0.285          | 0.200           | 0.335       |
| Russell                           | 0.160      | 0.174       | 0.174          | 0.157           | 0.335       |
| Brown                             | 0.141      | 0.082       | 0.167          | 0.275           | 0.335       |
| Fulton                            | 0.029      | 0.046       | 0.318          | 0.272           | 0.335       |
| Converse                          | 0.138      | 0.113       | 0.121          | 0.293           | 0.335       |
| Childress                         | 0.147      | 0.124       | 0.189          | 0.206           | 0.334       |
| Sharp                             | 0.067      | 0.158       | 0.220          | 0.222           | 0.333       |
| Gosper                            | 0.086      | 0.120       | 0.115          | 0.347           | 0.333       |
| Nemaha                            | 0.090      | 0.148       | 0.137          | 0.293           | 0.333       |
| White                             | 0.185      | 0.205       | 0.162          | 0.115           | 0.333       |
| White                             | 0.190      | 0.144       | 0.095          | 0.239           | 0.332       |
| Wells                             | 0.205      | 0.050       | 0.077          | 0.337           | 0.332       |
| Marion                            | 0.178      | 0.093       | 0.212          | 0.185           | 0.332       |
| Morgan                            | 0.142      | 0.114       | 0.153          | 0.259           | 0.332       |
| Richland                          | 0.111      | 0.151       | 0.107          | 0.300           | 0.331       |
| Chase                             | 0.151      | 0.082       | 0.212          | 0.225           | 0.331       |
| Keya Paha                         | 0.124      | 0.090       | 0.183          | 0.273           | 0.331       |
| Dyer                              | 0.175      | 0.170       | 0.120          | 0.204           | 0.331       |
| Pike                              | 0.060      | 0.131       | 0.145          | 0.333           | 0.330       |
| Greenwood                         | 0.034      | 0.079       | 0.256          | 0.302           | 0.330       |
| Brule                             | 0.163      | 0.075       | 0.168          | 0.264           | 0.330       |
| Grundy                            | 0.142      | 0.165       | 0.151          | 0.212           | 0.330       |
| Morgan                            | 0.092      | 0.155       | 0.053          | 0.370           | 0.330       |
| Clay                              | 0.148      | 0.158       | 0.195          | 0.169           | 0.329       |
| Moody                             | 0.078      | 0.183       | 0.165          | 0.245           | 0.329       |
| Russell                           | 0.082      | 0.137       | 0.212          | 0.240           | 0.329       |
| Johnson                           | 0.144      | 0.103       | 0.205          | 0.221           | 0.328       |
| Jay                               | 0.141      | 0.139       | 0.157          | 0.235           | 0.328       |
| Rock                              | 0.095      | 0.220       | 0.110          | 0.247           | 0.328       |
| Douglas                           | 0.285      | 0.149       | 0.070          | 0.167           | 0.328       |
| Cherry                            | 0.158      | 0.042       | 0.095          | 0.377           | 0.328       |
| Dawson                            | 0.096      | 0.114       | 0.115          | 0.348           | 0.328       |
| DeKalb                            | 0.157      | 0.152       | 0.231          | 0.132           | 0.328       |
| Roseau                            | 0.077      | 0.151       | 0.211          | 0.234           | 0.327       |
| Audrain                           | 0.110      | 0.078       | 0.203          | 0.281           | 0.327       |
| Cherokee                          | 0.099      | 0.121       | 0.212          | 0.240           | 0.327       |
| Henderson                         | 0.127      | 0.107       | 0.156          | 0.282           | 0.327       |
| Caribou                           | 0.100      | 0.181       | 0.191          | 0.202           | 0.326       |
| Lane                              | 0.197      | 0.075       | 0.197          | 0.204           | 0.326       |
| Yellow Medicine                   | 0.122      | 0.096       | 0.254          | 0.202           | 0.326       |
| Linn                              | 0.126      | 0.156       | 0.118          | 0.274           | 0.326       |
| Blaine                            | 0.029      | 0.081       | 0.244          | 0.320           | 0.326       |
| Jerauld                           | 0.233      | 0.073       | 0.185          | 0.184           | 0.326       |
| Lake                              | 0.110      | 0.144       | 0.183          | 0.237           | 0.326       |
| Roberts                           | 0.241      | 0.175       | 0.164          | 0.094           | 0.326       |
| Conway                            | 0.071      | 0.120       | 0.137          | 0.347           | 0.325       |
| Obion                             | 0.117      | 0.125       | 0.187          | 0.246           | 0.325       |
| Hot Springs                       | 0.208      | 0.093       | 0.068          | 0.307           | 0.324       |
| Lincoln                           | 0.131      | 0.183       | 0.128          | 0.235           | 0.324       |
| Greeley                           | 0.135      | 0.131       | 0.181          | 0.229           | 0.323       |
| DeKalb                            | 0.144      | 0.133       | 0.159          | 0.241           | 0.323       |
| Mineral                           | 0.097      | 0.278       | 0.119          | 0.183           | 0.323       |
| McPherson                         | 0.204      | 0.091       | 0.161          | 0.220           | 0.323       |
| Van Buren                         | 0.145      | 0.147       | 0.147          | 0.239           | 0.323       |
| Audubon                           | 0.224      | 0.073       | 0.194          | 0.187           | 0.322       |
| Osceola                           | 0.195      | 0.051       | 0.233          | 0.199           | 0.322       |
| Brown                             | 0.101      | 0.061       | 0.251          | 0.265           | 0.322       |
| Fond du Lac                       | 0.121      | 0.155       | 0.158          | 0.244           | 0.322       |
| Lincoln                           | 0.013      | 0.068       | 0.196          | 0.403           | 0.321       |
| Jasper                            | 0.186      | 0.100       | 0.065          | 0.328           | 0.321       |
| Champaign                         | 0.084      | 0.051       | 0.274          | 0.269           | 0.321       |
| Hutchinson                        | 0.129      | 0.163       | 0.199          | 0.188           | 0.321       |
| Craighead                         | 0.078      | 0.123       | 0.138          | 0.341           | 0.320       |
| Ellis                             | 0.154      | 0.154       | 0.224          | 0.148           | 0.320       |
| Clark                             | 0.154      | 0.138       | 0.165          | 0.223           | 0.320       |
| Lewis                             | 0.164      | 0.109       | 0.177          | 0.230           | 0.320       |
| Phelps                            | 0.139      | 0.177       | 0.119          | 0.244           | 0.320       |
| Beaver                            | 0.099      | 0.026       | 0.271          | 0.283           | 0.320       |
| Jennings                          | 0.095      | 0.105       | 0.172          | 0.308           | 0.319       |
| O'Brien                           | 0.173      | 0.054       | 0.267          | 0.187           | 0.319       |
| Smith                             | 0.142      | 0.257       | 0.088          | 0.195           | 0.319       |
| Crittenden                        | 0.121      | 0.117       | 0.290          | 0.153           | 0.319       |
| Boise                             | 0.057      | 0.038       | 0.038          | 0.549           | 0.318       |
| Chippewa                          | 0.108      | 0.106       | 0.244          | 0.224           | 0.318       |
| Moniteau                          | 0.102      | 0.268       | 0.110          | 0.202           | 0.318       |
| Wheatland                         | 0.214      | 0.135       | 0.144          | 0.189           | 0.318       |
| Loup                              | 0.193      | 0.084       | 0.129          | 0.276           | 0.318       |
