mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 1637    | Richland                          | Illinois       |
| 13203   | Rock Island                       | Illinois       |
| 2339    | Saline                            | Illinois       |
| 16285   | Sangamon                          | Illinois       |
| 682     | Schuyler                          | Illinois       |
| 449     | Scott                             | Illinois       |
| 2163    | Shelby                            | Illinois       |
| 28389   | St. Clair                         | Illinois       |
| 544     | Stark                             | Illinois       |
| 4122    | Stephenson                        | Illinois       |
| 13677   | Tazewell                          | Illinois       |
| 2207    | Union                             | Illinois       |
| 8646    | Vermilion                         | Illinois       |
| 1305    | Wabash                            | Illinois       |
| 1666    | Warren                            | Illinois       |
| 1588    | Washington                        | Illinois       |
| 1692    | Wayne                             | Illinois       |
| 1615    | White                             | Illinois       |
| 6022    | Whiteside                         | Illinois       |
| 65885   | Will                              | Illinois       |
| 6866    | Williamson                        | Illinois       |
